V(V)   ;I(A)   ;P(W)   ; V*(V)  ;I*(A)  ;P*(W)  ;Pm*(W);Voc*(V);Isc*(A);Vm*(V);Im*(A);FF*;Fecha medida;Hora medida;Version Firmware
1133.71802;7.06774;8012.82275; 1164.80774;12.95518;15090.29102
1140.80542;6.98549;7969.08887; 1172.32495;12.80442;15010.94531
1147.79407;6.89593;7915.10547; 1179.78174;12.64025;14912.73535
1154.65967;6.79960;7851.22021; 1187.15088;12.46367;14796.26074
1161.40527;6.69268;7772.91553; 1194.45532;12.26770;14653.21680
1168.02966;6.58006;7685.70752; 1201.66833;12.06127;14493.64160
1174.51196;6.45994;7587.27637; 1208.77856;11.84108;14313.24414
1180.85364;6.33331;7478.70850; 1215.78210;11.60896;14113.96973
1187.05408;6.19886;7358.38184; 1222.68530;11.36252;13892.78809
1193.08179;6.05717;7226.69727; 1229.45361;11.10280;13650.37891
1198.94971;5.90935;7085.01270; 1236.09412;10.83185;13389.18457
1204.65881;5.75553;6933.45508; 1242.60718;10.54990;13109.38770
1210.17358;5.59464;6770.48291; 1248.96289;10.25498;12808.09180
1215.50745;5.42818;6597.99805; 1255.16687;9.94987;12488.74805
1220.65259;5.25746;6417.52832; 1261.20435;9.63693;12154.13477
1225.61328;5.08271;6229.43994; 1267.07837;9.31662;11804.88965
1230.37793;4.90181;6031.07373; 1272.78857;8.98502;11436.03027
1234.92957;4.72286;5832.40088; 1278.27551;8.65701;11066.04883
1239.30579;4.54179;5628.66602; 1283.59814;8.32511;10686.09375
1243.47705;4.36075;5422.49707; 1288.71570;7.99327;10301.05176
1247.44849;4.18023;5214.62402; 1293.63074;7.66237;9912.28223
1251.22559;4.00204;5007.45410; 1298.33923;7.33575;9524.28613
1254.82336;3.82651;4801.59033; 1302.85449;7.01399;9138.21387
1258.22827;3.65215;4595.23633; 1307.17065;6.69439;8750.71582
1261.44128;3.48144;4391.63037; 1311.27600;6.38148;8367.88672
1264.48730;3.31416;4190.71387; 1315.19629;6.07486;7989.63672
1267.35645;3.15189;3994.56567; 1318.91370;5.77742;7619.91406
1270.06238;2.99250;3800.65723; 1322.45276;5.48525;7253.98584
1272.60315;2.84044;3614.75439; 1325.78821;5.20653;6902.76123
1274.98511;2.69503;3436.11719; 1328.93030;4.93999;6564.89795
1277.23267;2.55440;3262.56055; 1331.91284;4.68222;6236.30469
1279.32349;2.42015;3096.15918; 1334.70532;4.43615;5920.94727
1281.29724;2.29436;2939.76221; 1337.33655;4.20557;5624.26660
1283.13794;2.17237;2787.45190; 1339.81494;3.98196;5335.08984
1284.86316;2.05621;2641.94971; 1342.14734;3.76904;5058.60547
1286.47595;1.94587;2503.30981; 1344.33679;3.56678;4794.94824
1287.96973;1.84122;2371.44141; 1346.37756;3.37497;4543.98145
1289.38257;1.74062;2244.32349; 1348.31628;3.19056;4301.88086
1290.68384;1.64652;2125.14258; 1350.10938;3.01808;4074.74121
1291.90076;1.55810;2012.90808; 1351.78845;2.85600;3860.70361
1293.03516;1.47541;1907.75964; 1353.35498;2.70443;3660.05786
1294.09314;1.39773;1808.79773; 1354.81897;2.56205;3471.11206
1295.07935;1.32565;1716.82166; 1356.18201;2.42992;3295.41187
1296.00012;1.25709;1629.18530; 1357.46118;2.30424;3127.92114
1296.85303;1.19273;1546.78931; 1358.65051;2.18627;2970.37354
1297.65564;1.13148;1468.27295; 1359.77319;2.07401;2820.17944
1298.39563;1.07457;1395.21191; 1360.81067;1.96968;2680.36401
1299.08838;1.01998;1325.04468; 1361.78870;1.86963;2546.03564
1299.72803;0.96829;1258.51721; 1362.69849;1.77488;2418.62939
1300.32532;0.92112;1197.75195; 1363.54236;1.68841;2302.21777
1300.88428;0.87741;1141.40625; 1364.32983;1.60829;2194.23877
1301.40552;0.83619;1088.22705; 1365.06653;1.53274;2092.29834
1301.88550;0.79953;1040.89404; 1365.73816;1.46554;2001.53894
1302.34082;0.76422;995.27454; 1366.37793;1.40082;1914.04419
1302.76636;0.73027;951.36945; 1366.98096;1.33858;1829.81848
1303.16125;0.69859;910.37817; 1367.54138;1.28052;1751.16504
